COD_UF;COD_MUNICIPIO;COD_DISTRITO;COD_SUBDISTRITO;SITUACAO;NOM_TIPO_SEGLOGR;NOM_TITULO_SEGLOGR;NOM_SEGLOGR;NUM_ENDERECO;DSC_MODIFICADOR;NOM_COMP_ELEM1;VAL_COMP_ELEM1;NOM_COMP_ELEM2;VAL_COMP_ELEM2;NOM_COMP_ELEM3;VAL_COMP_ELEM3;NOM_COMP_ELEM4;VAL_COMP_ELEM4;NOM_COMP_ELEM5;VAL_COMP_ELEM5;LATITUDE;LONGITUDE;ALTITUDE;DSC_LOCALIDADE;COD_ESPECIE;CEP
31;63102;05;00;2;RODOVIA;;MG 431;118.0;KM;;;;;;;;;;;-19.68184663888889;-44.59978;765.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;RODOVIA;;MG 431;;SN;;;;;;;;;;;-19.729051638888887;-44.57009163888889;746.0;CONQUISTA;3;35694000
31;63102;05;00;2;RODOVIA;;MG 431;;SN;;;;;;;;;;;-19.708886666666665;-44.57902333333334;768.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA LAGOA PRETA;;SN;;;;;;;;;;;-19.738575;-44.585749972222224;775.0;PONTE ALTA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CONQUISTA;;SN;;;;;;;;;;;-19.710513305555555;-44.60615663888889;764.0;CONQUISTA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CONQUISTA;;SN;;;;;;;;;;;-19.70609333333333;-44.58742330555556;752.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CONQUISTA;;SN;;;;;;;;;;;-19.72584497222222;-44.60773830555556;779.0;CONQUISTA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CONQUISTA;;SN;;;;;;;;;;;-19.72013663888889;-44.597189972222225;754.0;CONQUISTA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CONQUISTA;;SN;;;;;;;;;;;-19.719496638888888;-44.59784997222223;762.0;CONQUISTA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CONQUISTA;;SN;;;;;;;;;;;-19.7289;-44.57769163888889;731.0;PONTE ALTA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA VILACAS;;SN;;;;;;;;;;;-19.69496997222222;-44.63259663888889;772.0;VILACA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA VILACAS;;SN;;;;;;;;;;;-19.675499972222223;-44.61732;739.0;VILACA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA VILACAS;;SN;;;;;;;;;;;-19.702004972222223;-44.61837166666667;807.0;CAIANA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA VILACAS;;SN;;;;;;;;;;;-19.69623163888889;-44.61660163888889;803.0;VILACA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA VILACAS;;SN;;;;;;;;;;;-19.675048305555556;-44.61631666666667;744.0;VILACA;3;35694000
31;63102;05;00;2;FAZENDA;;AGUAS CLARAS;;SN;;;;;;;;;;;-19.683533333333333;-44.59303330555556;727.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;AGUAS CLARAS ELI;;SN;;;;;;;;;;;-19.65516997222222;-44.600785;704.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;;BOA ESPERANCA;;SN;;;;;;;;;;;-19.616756666666667;-44.57279330555556;674.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;BOA VENTURANCA;;SN;;;;;;;;;;;-19.626525;-44.56187330555555;714.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;BOA VISTA;;SN;;;;;;;;;;;-19.627094972222224;-44.57424330555556;678.0;SOLEDADE;3;35694971
31;63102;05;00;2;FAZENDA;;CANJERANA;;SN;;;;;;;;;;;-19.641735;-44.57166666666667;693.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;;DA LAGOA;;SN;SEDE;;;;;;;;;;-19.693713333333335;-44.57308833333334;753.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;DA LAGOA JOAQUIM;;SN;;;;;;;;;;;-19.65017;-44.59061830555556;689.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;;DA LAJE;;SN;;;;;;;;;;;-19.64997163888889;-44.571765000000006;702.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;;DUAS MARIAS;;SN;;;;;;;;;;;-19.643349999999998;-44.587563305555555;682.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;;DUAS MARIAS MARCILIO;2.0;FNS;;;;;;;;;;;-19.643311666666666;-44.57879330555556;699.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;;JUAZEIRO;;SN;;;;;;;;;;;-19.671208333333336;-44.57848333333334;730.0;PEROBA;3;35694000
31;63102;05;00;2;FAZENDA;;LAGOAS;;SN;;;;;;;;;;;-19.655534999999997;-44.59717997222222;717.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;;MONTE SINAI;;SN;;;;;;;;;;;-19.677288305555557;-44.571181638888895;724.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;NOVO HORIZONTE;;SN;;;;;;;;;;;-19.611893333333335;-44.55840497222222;680.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;PINHEIROS;;SN;;;;;;;;;;;-19.631566638888888;-44.54277997222222;715.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;FAZENDA;;PONTE DO FUNDAO;;SN;;;;;;;;;;;-19.611453305555557;-44.544109999999996;673.0;FUNDAO;3;35694000
31;63102;05;00;2;FAZENDA;;SHIN RIKARU;;SN;SEDE;;;;;;;;;;-19.658376666666665;-44.55207;761.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;FAZENDA;;VASSOURA;;SN;;;;;;;;;;;-19.65197997222222;-44.566813305555556;711.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;VISTA ALEGRE;;SN;;;;;;;;;;;-19.652306638888888;-44.59695663888889;695.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;SANTA;ALICE;;SN;;;;;;;;;;;-19.65842;-44.579478333333334;739.0;LAGOA;3;35694000
31;63102;05;00;2;FAZENDA;SAO;FRANCISCO;;SN;;;;;;;;;;;-19.68149497222222;-44.57961166666667;786.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;SAO;FRANCISCO;;SN;;;;;;;;;;;-19.685298305555555;-44.57353997222223;790.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;SITIO;;BOA VISTA;;SN;;;;;;;;;;;-19.627828305555557;-44.57692330555556;690.0;SOLEDADE;3;35694000
31;63102;05;00;2;SITIO;;CAMPINAS;;SN;;;;;;;;;;;-19.64007663888889;-44.571403333333336;684.0;LAGOA;3;35694000
31;63102;05;00;2;SITIO;;CAMPINAS JOSE MORAIS;;SN;;;;;;;;;;;-19.631561666666666;-44.58041330555556;672.0;LAGOA;3;35694000
31;63102;05;00;2;SITIO;;COLINA;;SN;;;;;;;;;;;-19.653458305555553;-44.59094163888889;700.0;LAGOA;3;35694000
31;63102;05;00;2;SITIO;;DA LAGOA;;SN;;;;;;;;;;;-19.651951666666665;-44.59604166666667;700.0;LAGOA;3;35694000
31;63102;05;00;2;SITIO;;DO BREJO;;SN;;;;;;;;;;;-19.62141666666667;-44.57561833333334;685.0;SOLEDADE;3;35694000
31;63102;05;00;2;SITIO;;DO BREJO;;SN;;;;;;;;;;;-19.621333305555556;-44.57552833333334;676.0;LAGOA;3;35694971
31;63102;05;00;2;SITIO;;DO BREJO;;SN;;;;;;;;;;;-19.695053333333334;-44.576124972222225;768.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;SITIO;;DO BREJO JOAQUIM;;SN;;;;;;;;;;;-19.61897666666667;-44.57378333333334;664.0;SOLEDADE;3;35694000
31;63102;05;00;2;SITIO;;FRANCA;;SN;;;;;;;;;;;-19.687271666666668;-44.56254830555555;768.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;SITIO;;IBIRUCU;;SN;;;;;;;;;;;-19.695803305555557;-44.57464;760.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;SITIO;;IBIRUCU WILSON;;SN;;;;;;;;;;;-19.695988305555556;-44.578389972222226;784.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;SITIO;;MACUNBE;;SN;;;;;;;;;;;-19.66043663888889;-44.58690497222222;714.0;LAGOA;3;35694000
31;63102;05;00;2;SITIO;;MACUNBE DEJALMA;;SN;;;;;;;;;;;-19.663958333333333;-44.586509972222224;712.0;LAGOA;3;35694000
31;63102;05;00;2;SITIO;;MELOSO;;SN;;;;;;;;;;;-19.626916666666666;-44.578505;680.0;SOLEDADE;3;35694000
31;63102;05;00;2;SITIO;;OLARIA;;SN;;;;;;;;;;;-19.66363497222222;-44.55663666666666;776.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;SITIO;;SABIA;;SN;;;;;;;;;;;-19.664056666666664;-44.560611638888886;805.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;SITIO;NOSSA;SENHORA APARECIDA;;SN;;;;;;;;;;;-19.676423333333336;-44.57728166666667;767.0;JUAZEIRO;3;35694000
31;63102;05;00;2;SITIO;SANTA;ANA;;SN;;;;;;;;;;;-19.659918333333334;-44.60127;706.0;LAGOA;3;35694000
31;63102;05;00;2;SITIO;SAO;TIAGO DA BOA ESPERANCA;;SN;;;;;;;;;;;-19.675643333333333;-44.57434830555556;753.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;21 DA BARCA;;SN;SEDE;;;;;;;;;;-19.67170663888889;-44.485211666666665;695.0;MATA DOS MACENA;3;35694000
31;63102;05;00;2;FAZENDA;;ANTARES;;SN;;;;;;;;;;;-19.638561666666668;-44.51255663888889;664.0;MATA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;ANTIGA DIVINAL;;SN;;;;;;;;;;;-19.618225;-44.5182;668.0;FUNDAO;3;35694000
31;63102;05;00;2;FAZENDA;;BRAUNA GERALDO;;SN;;;;;;;;;;;-19.704591666666666;-44.52413;695.0;BRAUNA;3;35694000
31;63102;05;00;2;FAZENDA;;COQUEIROS;;SN;;;;;;;;;;;-19.69901;-44.50340663888889;769.0;MARINHEIRO;3;35694971
31;63102;05;00;2;FAZENDA;;DA MATA;;SN;;;;;;;;;;;-19.68190663888889;-44.52569663888889;689.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;DA MATA;;SN;;;;;;;;;;;-19.647183333333334;-44.516038305555554;680.0;MATA JULIANA;3;35694971
31;63102;05;00;2;FAZENDA;;DA REPRESSA;;SN;;;;;;;;;;;-19.65763997222222;-44.51996830555555;696.0;MATA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;DA SIDREIRA;;SN;;;;;;;;;;;-19.709553305555556;-44.54555997222222;701.0;AGUA ESPALHADA;3;35694000
31;63102;05;00;2;FAZENDA;;DOS MOLEQUE;;SN;;;;;;;;;;;-19.62134497222222;-44.54204497222222;675.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;FAZENDA;;FUNDAO;;SN;;;;;;;;;;;-19.623071666666668;-44.50139663888889;678.0;FUNDAO;3;35694000
31;63102;05;00;2;FAZENDA;;FUNDAO;;SN;;;;;;;;;;;-19.623053333333335;-44.50137;681.0;FUNDAO;3;35694000
31;63102;05;00;2;FAZENDA;;GURITA DOS COQUEIROS;;SN;;;;;;;;;;;-19.693258305555556;-44.50700163888889;710.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;JULIANA;;SN;;;;;;;;;;;-19.64736163888889;-44.51905166666666;689.0;MATA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;MATA DA JULIANA;;SN;;;;;;;;;;;-19.642106638888887;-44.525913305555555;720.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;MATA DE SAO JOSE;;SN;;;;;;;;;;;-19.689751666666666;-44.53151;748.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;MATA DOS BENTO;;SN;;;;;;;;;;;-19.664591638888886;-44.52388830555555;696.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;MATA DOS MACENAS;;SN;;;;;;;;;;;-19.674960000000002;-44.51306833333334;686.0;MATA DOS MACENA;3;35694000
31;63102;05;00;2;FAZENDA;;MATA DOS MACENAS;;SN;;;;;;;;;;;-19.673049972222223;-44.50955830555556;672.0;MATA DOS MACENA;3;35694000
31;63102;05;00;2;FAZENDA;;MOINHO JOSE DUARTE;;SN;;;;;;;;;;;-19.66662497222222;-44.53287663888889;703.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;MOLEQUE;;SN;;;;;;;;;;;-19.62173163888889;-44.53391333333333;691.0;FUNDAO;3;35694000
31;63102;05;00;2;FAZENDA;;MOLEQUE;;SN;;;;;;;;;;;-19.630761666666668;-44.528823305555555;744.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;;SANHUDO;;SN;;;;;;;;;;;-19.714076638888887;-44.538444999999996;693.0;AGUA ESPALHADA;3;35694000
31;63102;05;00;2;FAZENDA;;TIJUCO ANTONIO;;SN;;;;;;;;;;;-19.685656666666667;-44.54221833333333;755.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;TRES IRMAS;;SN;;;;;;;;;;;-19.669048333333336;-44.53498333333333;716.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;TRES IRMAS;;SN;;;;;;;;;;;-19.66673;-44.53149497222222;727.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;;VALE DO RIO PARAOPEBA;;SN;;;;;;;;;;;-19.657406638888887;-44.51851830555555;694.0;MATA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;NOSSA SENHORA;APARECIDA;;SN;;;;;;;;;;;-19.663413305555554;-44.51629;708.0;MATA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;NOSSA SENHORA;PERPETUA SOCORRO;;SN;;;;;;;;;;;-19.646475;-44.544489999999996;758.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;FAZENDA;NOSSA SENHORA;PERPETUA SOCORRO;;SN;;;;;;;;;;;-19.648726666666665;-44.54641;750.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;FAZENDA;SANTA;CECILIA;;SN;;;;;;;;;;;-19.711423333333332;-44.524276638888885;699.0;BRAUNA;3;35694000
31;63102;05;00;2;FAZENDA;SANTA;CLARA;;SN;;;;;;;;;;;-19.694633333333332;-44.53060166666666;745.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;FAZENDA;SAO;JOSE;;SN;;;;;;;;;;;-19.677195;-44.53185663888889;730.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;SAO;PEDRO;;SN;;;;;;;;;;;-19.677725000000002;-44.53384666666666;724.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;FAZENDA;SAO;SEBASTIAO;;SN;;;;;;;;;;;-19.65688833333333;-44.51418;667.0;MATA JULIANA;3;35694000
31;63102;05;00;2;SITIO;;ANTIMONIO;;SN;;;;;;;;;;;-19.666131666666665;-44.49510333333333;678.0;MATA DOS MACENA;3;35694000
31;63102;05;00;2;SITIO;;BOM JESUS;;SN;;;;;;;;;;;-19.70667333333333;-44.54675833333333;707.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;SITIO;;DA GAMELEIRA;;SN;;;;;;;;;;;-19.645223333333334;-44.54780833333333;737.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;SITIO;;FUNDAO;;SN;;;;;;;;;;;-19.616554972222225;-44.50611330555556;655.0;FUNDAO;3;35694000
31;63102;05;00;2;SITIO;;GROTA DA BANANEIRA;;SN;;;;;;;;;;;-19.676691666666667;-44.51390166666667;670.0;MATA DOS MACENA;3;35694000
31;63102;05;00;2;SITIO;;LOBERA;;SN;SEDE;;;;;;;;;;-19.692374972222222;-44.52382;767.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;SITIO;;MARACANANZINHO;;SN;;;;;;;;;;;-19.711696666666665;-44.53113333333333;713.0;AGUA ESPALHADA;3;35694000
31;63102;05;00;2;SITIO;;MATA DOS MACENA;;SN;;;;;;;;;;;-19.682153305555556;-44.51537;706.0;MATA DOS MACENA;3;35694000
31;63102;05;00;2;SITIO;;NOSSA SENHORA APARECIDA;;SN;;;;;;;;;;;-19.71428497222222;-44.537115;687.0;MARINHEIRO;3;35694000
31;63102;05;00;2;SITIO;;REMANCO DAS TABOAS;;SN;;;;;;;;;;;-19.668158305555558;-44.51902830555555;705.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;SITIO;;TAMANDUA CARLOS;;SN;;;;;;;;;;;-19.707368305555555;-44.53406666666667;729.0;AGUA ESPALHADA;3;35694000
31;63102;05;00;2;SITIO;NOSSA;SENHORA DA PIEDADE;;SN;;;;;;;;;;;-19.709668305555557;-44.51065166666667;693.0;MARINHEIRO;3;35694000
31;63102;05;00;2;SITIO;NOSSA;SENHORA DA PIEDADE;;SN;;;;;;;;;;;-19.703788305555555;-44.515906638888886;747.0;MARINHEIRO;3;35694000
31;63102;05;00;2;SITIO;SAO;JOAO;;SN;;;;;;;;;;;-19.616646666666668;-44.50608163888889;664.0;FUNDAO;3;35694000
31;63102;05;00;2;SITIO;SAO;JORGE;;SN;;;;;;;;;;;-19.687668305555555;-44.51997333333333;722.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;SITIO;SAO;JORGE;;SN;;;;;;;;;;;-19.69372163888889;-44.52048997222222;754.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;SITIO;SAO;SEBASTIAO;;SN;;;;;;;;;;;-19.708606638888888;-44.51283333333333;681.0;MARINHEIRO;3;35694000
31;63102;05;00;2;TERRENO;;SAO GERALDO;;SN;;;;;;;;;;;-19.686186666666668;-44.515098333333334;728.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA MATA DA JULIANA;;SN;;;;;;;;;;;-19.646699972222223;-44.527125;733.0;MATA JULIANA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA MATA DA JULIANA;;SN;;;;;;;;;;;-19.676488333333335;-44.545065;764.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA MATA DA JULIANA;;SN;;;;;;;;;;;-19.67659666666667;-44.51190166666667;692.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA MATA DA JULIANA;;SN;;;;;;;;;;;-19.677714972222223;-44.53403333333333;727.0;MATA DA JULIANA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CACHOEIRINHA;;SN;;;;;;;;;;;-19.680860000000003;-44.554451638888885;819.0;CACHOEIRINHA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA ESMERALDAS;;SN;;;;;;;;;;;-19.694868333333332;-44.539521638888885;785.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA MATA DO ANTIMONIO;;SN;;;;;;;;;;;-19.66891;-44.50644666666667;643.0;MATA DOS MACENA;3;35694000
31;63102;05;00;2;ESTRADA;;ESTRADA PARA MARINHEIRO;;SN;;;;;;;;;;;-19.70533497222222;-44.50636333333333;734.0;MARINHEIRO;3;35694000
31;63102;05;00;2;SITIO;;MOURAO;;SN;;;;;;;;;;;-19.723316666666665;-44.55502163888889;725.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;RUA;;JACINTA BRAGA;;SN;;;;;;;;;;;-19.724191666666666;-44.55744830555555;763.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;RUA;;JACINTA BRAGA;;SN;;;;;;;;;;;-19.71570997222222;-44.55604333333333;744.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;RUA;;JACINTA BRAGA;;SN;;;;;;;;;;;-19.713429972222222;-44.56101497222222;740.0;SAO JOSE DA VARGINHA;3;35694000
31;63102;05;00;2;ESTRADA;;SEM DENOMINACAO;;SN;;;;;;;;;;;-19.710311666666666;-44.55038833333333;759.0;CIDREIRA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CORREGO DO BARRO;72.0;;;;;;;;;;;;-19.711875;-44.551536666666664;756.0;CIDREIRA;3;35694000
31;63102;05;00;2;ESTRADA;;PARA CORREGO DO BARRO;;SN;;;;;;;;;;;-19.713896638888887;-44.549256666666665;735.0;SAO JOSE DA VARGINHA;3;35694000
